#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Lachnospiraceae bacterium 3_1_57FAA_CT1	Bacteria	Firmicutes	Clostridia	7.71284	-	-	-	1
Lachnospiraceae bacterium 5_1_57FAA	Bacteria	Firmicutes	Clostridia	3.33956	-	-	-	1
Lachnospiraceae bacterium 5_1_63FAA	Bacteria	Firmicutes	Clostridia	3.04119	-	-	-	1
Lachnospiraceae bacterium 6_1_37FAA	Bacteria	Firmicutes	Clostridia	3.06736	-	-	-	1
Lachnospiraceae bacterium 6_1_63FAA	Bacteria	Firmicutes	Clostridia	2.72557	-	-	-	1
Lachnospiraceae bacterium 7_1_58FAA	Bacteria	Firmicutes	Clostridia	5.66809	-	-	-	1
Lachnospiraceae bacterium 8_1_57FAA	Bacteria	Firmicutes	Clostridia	2.92735	-	-	-	1
Lachnospiraceae bacterium 9_1_43BFAA	Bacteria	Firmicutes	Clostridia	2.84488	-	-	-	1
Lachnospiraceae bacterium A2	Bacteria	Firmicutes	Clostridia	5.23893	-	-	-	1
Lachnospiraceae bacterium A4	Bacteria	Firmicutes	Clostridia	6.9619	-	-	-	1
Lachnospiraceae bacterium AB2028	Bacteria	Firmicutes	Clostridia	3.47632	-	-	-	1
Lachnospiraceae bacterium AC2012	Bacteria	Firmicutes	Clostridia	2.55544	-	-	-	1
Lachnospiraceae bacterium AC2014	Bacteria	Firmicutes	Clostridia	2.76012	-	-	-	1
Lachnospiraceae bacterium AC2028	Bacteria	Firmicutes	Clostridia	2.77236	-	-	-	1
Lachnospiraceae bacterium AC2029	Bacteria	Firmicutes	Clostridia	3.85973	-	-	-	1
Lachnospiraceae bacterium AC2031	Bacteria	Firmicutes	Clostridia	3.19148	-	-	-	1
Lachnospiraceae bacterium AC3007	Bacteria	Firmicutes	Clostridia	2.94424	-	-	-	1
Lachnospiraceae bacterium AD3010	Bacteria	Firmicutes	Clostridia	3.55499	-	-	-	1
Lachnospiraceae bacterium C6A11	Bacteria	Firmicutes	Clostridia	2.89507	-	-	-	1
Lachnospiraceae bacterium COE1	Bacteria	Firmicutes	Clostridia	4.96761	-	-	-	1
Lachnospiraceae bacterium FD2005	Bacteria	Firmicutes	Clostridia	2.44071	-	-	-	1
Lachnospiraceae bacterium FE2018	Bacteria	Firmicutes	Clostridia	3.21364	-	-	-	1
Lachnospiraceae bacterium ICM7	Bacteria	Firmicutes	Clostridia	2.77996	-	-	-	1
Lachnospiraceae bacterium JC7	Bacteria	Firmicutes	Clostridia	3.59188	-	-	-	1
Lachnospiraceae bacterium M18-1	Bacteria	Firmicutes	Clostridia	5.79909	-	-	-	1
Lachnospiraceae bacterium MC2017	Bacteria	Firmicutes	Clostridia	4.25553	-	-	-	1
Lachnospiraceae bacterium MD2004	Bacteria	Firmicutes	Clostridia	2.53228	-	-	-	1
Lachnospiraceae bacterium MSX33	Bacteria	Firmicutes	Clostridia	2.87105	-	-	-	1
Lachnospiraceae bacterium NC2004	Bacteria	Firmicutes	Clostridia	3.3731	-	-	-	1
Lachnospiraceae bacterium NC2008	Bacteria	Firmicutes	Clostridia	2.71892	-	-	-	1
Lachnospiraceae bacterium ND2006	Bacteria	Firmicutes	Clostridia	3.94539	-	-	-	1
Lachnospiraceae bacterium NK4A136	Bacteria	Firmicutes	Clostridia	2.73003	-	-	-	1
Lachnospiraceae bacterium NK4A144	Bacteria	Firmicutes	Clostridia	4.09288	-	-	-	1
Lachnospiraceae bacterium NK4A179	Bacteria	Firmicutes	Clostridia	3.22286	-	-	-	1
Lachnospiraceae bacterium P6A3	Bacteria	Firmicutes	Clostridia	2.97854	-	-	-	1
Lachnospiraceae bacterium P6B14	Bacteria	Firmicutes	Clostridia	2.6885	-	-	-	1
Lachnospiraceae bacterium V9D3004	Bacteria	Firmicutes	Clostridia	3.41836	-	-	-	1
Lachnospiraceae bacterium VE202-12	Bacteria	Firmicutes	Clostridia	7.62807	-	-	-	1
Lachnospiraceae bacterium VE202-23	Bacteria	Firmicutes	Clostridia	7.33066	-	-	-	1
Lachnospiraceae bacterium YSB2008	Bacteria	Firmicutes	Clostridia	2.68627	-	-	-	1
Lachnospiraceae bacterium oral taxon 082	Bacteria	Firmicutes	Clostridia	2.94584	-	-	-	1
Lachnospiraceae oral taxon 107	Bacteria	Firmicutes	Clostridia	3.2881	-	-	-	1
Lacinutrix	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.29617	1	-	-	1
Lactate dehydrogenase-elevating virus	Viruses	ssRNA viruses	Arteriviridae	0.014104	1	-	-	1
Lacticigenium naphtae	Bacteria	Firmicutes	Bacilli	2.13451	-	-	-	1
Lactobacillus	Bacteria	Firmicutes	Bacilli	2.35579	-	-	-	3
Lactobacillus acidipiscis	Bacteria	Firmicutes	Bacilli	2.28644	-	-	1	1
Lactobacillus acidophilus	Bacteria	Firmicutes	Bacilli	2.09777	1	-	2	13
Lactobacillus amylolyticus	Bacteria	Firmicutes	Bacilli	1.54081	-	-	-	1
Lactobacillus amylovorus	Bacteria	Firmicutes	Bacilli	2.12667	1	-	2	2
Lactobacillus animalis	Bacteria	Firmicutes	Bacilli	1.88279	-	-	-	2
Lactobacillus antri	Bacteria	Firmicutes	Bacilli	2.3029	-	-	-	1
Lactobacillus apodemi	Bacteria	Firmicutes	Bacilli	2.07329	-	-	-	1
Lactobacillus brevis	Bacteria	Firmicutes	Bacilli	3.14466	1	-	9	6
Lactobacillus buchneri	Bacteria	Firmicutes	Bacilli	2.90603	1	-	3	3
Lactobacillus casei	Bacteria	Firmicutes	Bacilli	3.36127	1	-	6	27
Lactobacillus ceti	Bacteria	Firmicutes	Bacilli	1.38575	-	-	-	1
Lactobacillus coleohominis	Bacteria	Firmicutes	Bacilli	1.72583	-	-	-	1
Lactobacillus composti	Bacteria	Firmicutes	Bacilli	3.4497	-	-	-	1
Lactobacillus coryniformis	Bacteria	Firmicutes	Bacilli	2.96475	-	-	-	3
Lactobacillus crispatus	Bacteria	Firmicutes	Bacilli	2.69938	1	-	-	12
Lactobacillus curvatus	Bacteria	Firmicutes	Bacilli	1.83836	-	-	1	1
Lactobacillus delbrueckii	Bacteria	Firmicutes	Bacilli	2.13682	1	-	6	11
Lactobacillus equi	Bacteria	Firmicutes	Bacilli	2.24268	-	-	-	2
Lactobacillus equicursoris	Bacteria	Firmicutes	Bacilli	2.15477	-	-	-	1
Lactobacillus fabifermentans	Bacteria	Firmicutes	Bacilli	3.58041	-	-	-	2
Lactobacillus farciminis	Bacteria	Firmicutes	Bacilli	2.49831	-	-	1	1
Lactobacillus farraginis	Bacteria	Firmicutes	Bacilli	2.84468	-	-	-	1
Lactobacillus fermentum	Bacteria	Firmicutes	Bacilli	2.5663	1	-	7	10
Lactobacillus florum	Bacteria	Firmicutes	Bacilli	1.28263	-	-	-	2
Lactobacillus fructivorans	Bacteria	Firmicutes	Bacilli	1.37333	-	-	-	1
Lactobacillus fuchuensis	Bacteria	Firmicutes	Bacilli	2.10744	-	-	-	1
Lactobacillus gallinarum	Bacteria	Firmicutes	Bacilli	1.91877	-	-	-	1
Lactobacillus gasseri	Bacteria	Firmicutes	Bacilli	2.01186	1	-	1	11
Lactobacillus gastricus	Bacteria	Firmicutes	Bacilli	1.90487	-	-	-	1
Lactobacillus gigeriorum	Bacteria	Firmicutes	Bacilli	1.92718	-	-	-	1
Lactobacillus hamsteri	Bacteria	Firmicutes	Bacilli	1.82649	-	-	-	1
Lactobacillus harbinensis	Bacteria	Firmicutes	Bacilli	3.13483	-	-	-	1
Lactobacillus hayakitensis	Bacteria	Firmicutes	Bacilli	1.66732	-	-	-	1
Lactobacillus helveticus	Bacteria	Firmicutes	Bacilli	2.38556	1	-	3	12
Lactobacillus hilgardii	Bacteria	Firmicutes	Bacilli	2.72104	-	-	-	1
Lactobacillus hominis	Bacteria	Firmicutes	Bacilli	1.92813	-	-	-	1
Lactobacillus iners	Bacteria	Firmicutes	Bacilli	1.36872	-	-	-	15
Lactobacillus ingluviei	Bacteria	Firmicutes	Bacilli	2.01383	-	-	-	1
Lactobacillus jensenii	Bacteria	Firmicutes	Bacilli	1.75988	1	-	-	7
Lactobacillus johnsonii	Bacteria	Firmicutes	Bacilli	1.99268	1	-	2	6
Lactobacillus johnsonii prophage Lj771	Viruses	unclassified phages	unclassified	0.040881	1	-	-	1
Lactobacillus kefiranofaciens	Bacteria	Firmicutes	Bacilli	2.35409	1	-	2	2
Lactobacillus kisonensis	Bacteria	Firmicutes	Bacilli	2.98706	-	-	-	1
Lactobacillus kitasatonis	Bacteria	Firmicutes	Bacilli	1.9025	-	-	-	1
Lactobacillus kunkeei	Bacteria	Firmicutes	Bacilli	1.56685	-	-	-	1
Lactobacillus malefermentans	Bacteria	Firmicutes	Bacilli	2.00392	-	-	-	1
Lactobacillus mali	Bacteria	Firmicutes	Bacilli	2.65297	-	-	-	2
Lactobacillus mucosae	Bacteria	Firmicutes	Bacilli	2.2137	-	-	-	1
Lactobacillus murinus	Bacteria	Firmicutes	Bacilli	2.17158	-	-	-	1
Lactobacillus namurensis	Bacteria	Firmicutes	Bacilli	2.59342	-	-	-	1
Lactobacillus nodensis	Bacteria	Firmicutes	Bacilli	2.67854	-	-	-	1
Lactobacillus oris	Bacteria	Firmicutes	Bacilli	2.17494	-	-	-	2
Lactobacillus otakiensis	Bacteria	Firmicutes	Bacilli	2.34713	-	-	-	1
Lactobacillus parabrevis	Bacteria	Firmicutes	Bacilli	2.63112	-	-	-	1
Lactobacillus paracasei	Bacteria	Firmicutes	Bacilli	3.11628	1	-	9	38
Lactobacillus parafarraginis	Bacteria	Firmicutes	Bacilli	2.85491	-	-	-	1
Lactobacillus paralimentarius	Bacteria	Firmicutes	Bacilli	2.52359	-	-	-	1
Lactobacillus pasteurii	Bacteria	Firmicutes	Bacilli	1.9054	-	-	-	1
Lactobacillus pentosus	Bacteria	Firmicutes	Bacilli	3.42632	1	-	1	1
Lactobacillus phage A2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.043411	1	-	-	1
Lactobacillus phage ATCC 8014-B1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.038002	1	-	-	1
Lactobacillus phage J-1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.040931	1	-	-	1
Lactobacillus phage JCL1032	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.049433	1	-	-	1
Lactobacillus phage KC5a	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.038239	1	-	-	1
Lactobacillus phage LF1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.042606	1	-	-	1
Lactobacillus phage LL-H	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.034659	1	-	-	1
Lactobacillus phage LL-Ku	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.03108	1	-	-	1
Lactobacillus phage LP65	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.131522	1	-	-	1
Lactobacillus phage Lb338-1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.142111	1	-	-	1
Lactobacillus phage Lc-Nu	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.039166	1	-	-	2
Lactobacillus phage Lrm1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.039989	1	-	-	1
Lactobacillus phage Lv-1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.038934	1	-	-	1
Lactobacillus phage PL-1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.03888	1	-	-	1
Lactobacillus phage Sha1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.041726	1	-	-	1
Lactobacillus phage c5	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.031841	1	-	-	1
Lactobacillus phage f-AQ113	Viruses	unclassified phages	unclassified	0.036566	1	-	-	1
Lactobacillus phage phiJB	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.036969	1	-	-	1
Lactobacillus phage phiJL-1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.036674	1	-	-	1
Lactobacillus phage phiLdb	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.033996	1	-	-	1
Lactobacillus phage phiadh	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.043785	1	-	-	1
Lactobacillus phage phig1e	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.042259	1	-	-	1
Lactobacillus plantarum	Bacteria	Firmicutes	Bacilli	3.47749	1	-	23	23
Lactobacillus pobuzihii	Bacteria	Firmicutes	Bacilli	2.35166	-	-	-	1
Lactobacillus prophage Lj928	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.038384	1	-	-	1
Lactobacillus prophage Lj965	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.04019	1	-	-	1
Lactobacillus psittaci	Bacteria	Firmicutes	Bacilli	1.54285	-	-	-	1
Lactobacillus reuteri	Bacteria	Firmicutes	Bacilli	2.31684	1	-	8	15
Lactobacillus rhamnosus	Bacteria	Firmicutes	Bacilli	3.41709	1	-	2	22
Lactobacillus rossiae	Bacteria	Firmicutes	Bacilli	2.95846	-	-	-	2
Lactobacillus ruminis	Bacteria	Firmicutes	Bacilli	2.17223	1	-	-	4
Lactobacillus saerimneri	Bacteria	Firmicutes	Bacilli	1.72075	-	-	-	2
Lactobacillus sakei	Bacteria	Firmicutes	Bacilli	2.0356	1	-	4	3
Lactobacillus salivarius	Bacteria	Firmicutes	Bacilli	2.15684	1	-	3	8
Lactobacillus sanfranciscensis	Bacteria	Firmicutes	Bacilli	1.37577	1	-	2	1
Lactobacillus shenzhenensis	Bacteria	Firmicutes	Bacilli	3.27168	-	-	-	1
Lactobacillus sucicola	Bacteria	Firmicutes	Bacilli	2.45464	-	-	-	1
Lactobacillus suebicus	Bacteria	Firmicutes	Bacilli	2.65694	-	-	-	1
Lactobacillus ultunensis	Bacteria	Firmicutes	Bacilli	2.24841	-	-	-	1
Lactobacillus vaginalis	Bacteria	Firmicutes	Bacilli	1.87733	-	-	-	1
Lactobacillus versmoldensis	Bacteria	Firmicutes	Bacilli	2.39805	-	-	-	1
Lactobacillus vini	Bacteria	Firmicutes	Bacilli	2.27507	-	-	-	2
Lactobacillus zeae	Bacteria	Firmicutes	Bacilli	3.11033	-	-	-	1
Lactococcus chungangensis	Bacteria	Firmicutes	Bacilli	2.24321	-	-	-	1
Lactococcus garvieae	Bacteria	Firmicutes	Bacilli	2.24439	1	-	6	14
Lactococcus lactis	Bacteria	Firmicutes	Bacilli	2.80872	1	-	52	30
Lactococcus phage 1706	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.055597	1	-	-	1
Lactococcus phage 340	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.032337	1	-	-	1
Lactococcus phage 936 sensu lato	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.031754	1	-	-	7
Lactococcus phage 949	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.114768	1	-	-	1
Lactococcus phage BK5-T	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.040003	1	-	-	1
Lactococcus phage BM13	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.03091	1	-	-	1
Lactococcus phage KSY1	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.079232	1	-	-	1
Lactococcus phage P087	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.060074	1	-	-	1
Lactococcus phage P335 sensu lato	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.036596	1	-	-	1
Lactococcus phage P680	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.029631	1	-	-	1
Lactococcus phage TP901-1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.037667	1	-	-	1
Lactococcus phage Tuc2009	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.038347	1	-	-	1
Lactococcus phage asccphi28	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.018762	1	-	-	1
Lactococcus phage bIL285	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.035538	1	-	-	1
Lactococcus phage bIL286	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.041834	1	-	-	1
Lactococcus phage bIL309	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.036949	1	-	-	1
Lactococcus phage bIL310	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.014957	1	-	-	1
Lactococcus phage bIL311	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.01451	1	-	-	1
Lactococcus phage bIL312	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.015179	1	-	-	1
Lactococcus phage bIL67	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.022195	1	-	-	1
Lactococcus phage c2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.022172	1	-	-	1
Lactococcus phage jm2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.03109	1	-	-	1
Lactococcus phage jm3	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.028674	1	-	-	1
Lactococcus phage phi7	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.032382	1	-	-	1
Lactococcus phage phiL47	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.128546	1	-	-	1
Lactococcus phage phiLC3	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.032172	1	-	-	1
Lactococcus phage r1t	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.03335	1	-	-	1
Lactococcus phage ul36	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.036798	1	-	-	1
Lactococcus raffinolactis	Bacteria	Firmicutes	Bacilli	2.28076	-	-	-	1
Lactuca sativa	Eukaryota	Plants	Land Plants	1133.66	-	1	-	1
Ladona fulva	Eukaryota	Animals	Insects	1158.11	-	-	-	1
Lagenaria siceraria	Eukaryota	Plants	Land Plants	176.727	-	-	-	1
Lagenaria siceraria endornavirus-California	Viruses	dsRNA viruses	Endornaviridae	0.015088	1	-	-	1
Lagos bat virus	Viruses	ssRNA viruses	Rhabdoviridae	0.012016	1	-	-	1
Lambdapapillomavirus 2	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.008607	1	-	-	1
Lambdapapillomavirus 3	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.008242	1	-	-	1
Lamium leaf distortion virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007713	1	-	-	1
Lamium mild mosaic virus	Viruses	ssRNA viruses	Secoviridae	0.010145	2	-	-	1
Lamprocystis purpurea	Bacteria	Proteobacteria	Gammaproteobacteria	6.90874	-	-	-	1
Langat virus	Viruses	ssRNA viruses	Flaviviridae	0.010943	1	-	-	1
Laodelphax striatella honeydew virus 1	Viruses	ssRNA viruses	Iflaviridae	0.010929	1	-	-	1
Laribacter hongkongensis	Bacteria	Proteobacteria	Betaproteobacteria	3.16933	1	-	2	2
Lassa virus	Viruses	ssRNA viruses	Arenaviridae	0.010681	2	-	-	1
Latimeria chalumnae	Eukaryota	Animals	Fishes	2860.59	-	1	-	2
Latino virus	Viruses	ssRNA viruses	Arenaviridae	0.010648	2	-	-	1
Latrodectus hesperus	Eukaryota	Animals	Other Animals	1137.1	-	-	-	1
Lausannevirus	Viruses	dsDNA viruses, no RNA stage	Marseilleviridae	0.346754	1	-	-	1
Lautropia mirabilis	Bacteria	Proteobacteria	Betaproteobacteria	3.15192	-	-	-	1
Lawsonia intracellularis	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.71919	1	-	3	2
Leadbetterella byssophila	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.05965	1	-	-	1
Leavenworthia alabamica	Eukaryota	Plants	Land Plants	173.432	-	-	-	1
Lebetimonas	Bacteria	Proteobacteria	delta/epsilon subdivisions	1.74047	-	-	-	6
Lecanosticta acicola	Eukaryota	Fungi	Ascomycetes	34.8734	-	-	-	1
Lechevalieria aerocolonigenes	Bacteria	Actinobacteria	Actinobacteria	10.6487	-	-	-	2
Leeia oryzae	Bacteria	Proteobacteria	Betaproteobacteria	3.78544	-	-	-	1
Leek white stripe virus	Viruses	ssRNA viruses	Tombusviridae	0.003662	1	-	-	1
Leek yellow stripe virus	Viruses	ssRNA viruses	Potyviridae	0.010142	1	-	-	1
Leersia perrieri	Eukaryota	Plants	Land Plants	266.688	12	-	-	1
Leeuwenhoekiella blandensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.24456	-	-	-	1
Leeuwenhoekiella sp.	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.28127	-	-	-	1
Legionella anisa	Bacteria	Proteobacteria	Gammaproteobacteria	4.31973	-	-	-	1
Legionella cherrii	Bacteria	Proteobacteria	Gammaproteobacteria	3.69676	-	-	-	1
Legionella drancourtii	Bacteria	Proteobacteria	Gammaproteobacteria	4.15261	-	-	-	1
Legionella fairfieldensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.65659	-	-	-	1
Legionella geestiana	Bacteria	Proteobacteria	Gammaproteobacteria	2.51793	-	-	-	1
Legionella lansingensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.9131	-	-	-	1
Legionella longbeachae	Bacteria	Proteobacteria	Gammaproteobacteria	4.14916	1	-	1	2
Legionella moravica	Bacteria	Proteobacteria	Gammaproteobacteria	3.76421	-	-	-	1
Legionella oakridgensis	Bacteria	Proteobacteria	Gammaproteobacteria	2.89069	1	-	1	2
Legionella pneumophila	Bacteria	Proteobacteria	Gammaproteobacteria	3.86584	1	-	1	40
Legionella sainthelensi	Bacteria	Proteobacteria	Gammaproteobacteria	4.10823	-	-	-	1
Legionella shakespearei	Bacteria	Proteobacteria	Gammaproteobacteria	3.51268	-	-	-	1
Legionella tunisiensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.37475	-	-	-	1
Legionella wadsworthii	Bacteria	Proteobacteria	Gammaproteobacteria	3.58023	-	-	-	1
Leifsonia aquatica	Bacteria	Actinobacteria	Actinobacteria	4.57845	-	-	-	2
Leifsonia rubra	Bacteria	Actinobacteria	Actinobacteria	2.7754	-	-	-	1
Leifsonia sp.	Bacteria	Actinobacteria	Actinobacteria	4.05376	-	-	-	1
Leifsonia xyli	Bacteria	Actinobacteria	Actinobacteria	2.68642	1	-	-	2
Leishmania	Eukaryota	Protists	Kinetoplasts	30.873	-	-	-	1
Leishmania RNA virus 1 - 1	Viruses	dsRNA viruses	Totiviridae	0.005284	1	-	-	1
Leishmania RNA virus 1 - 4	Viruses	dsRNA viruses	Totiviridae	0.005283	1	-	-	1
Leishmania RNA virus 2 - 1	Viruses	dsRNA viruses	Totiviridae	0.005241	1	-	-	1
Leishmania aethiopica	Eukaryota	Protists	Kinetoplasts	31.9862	-	-	-	1
Leishmania amazonensis	Eukaryota	Protists	Kinetoplasts	29.0293	-	-	-	1
Leishmania arabica	Eukaryota	Protists	Kinetoplasts	31.4384	-	-	-	1
Leishmania braziliensis	Eukaryota	Protists	Kinetoplasts	35.2112	34	-	-	2
Leishmania donovani	Eukaryota	Protists	Kinetoplasts	32.445	36	-	-	5
Leishmania enriettii	Eukaryota	Protists	Kinetoplasts	30.7805	-	-	-	1
Leishmania gerbilli	Eukaryota	Protists	Kinetoplasts	31.3986	-	-	-	1
Leishmania infantum	Eukaryota	Protists	Kinetoplasts	32.1221	36	-	-	1
Leishmania major	Eukaryota	Protists	Kinetoplasts	32.8551	36	-	-	3
Leishmania mexicana	Eukaryota	Protists	Kinetoplasts	32.1087	34	-	-	1
Leishmania panamensis	Eukaryota	Protists	Kinetoplasts	31.2639	-	-	-	1
Leishmania tropica	Eukaryota	Protists	Kinetoplasts	32.989	-	-	-	1
Leishmania turanica	Eukaryota	Protists	Kinetoplasts	32.32	-	-	-	1
Leisingera aquimarina	Bacteria	Proteobacteria	Alphaproteobacteria	5.34425	-	-	-	1
Leisingera methylohalidivorans	Bacteria	Proteobacteria	Alphaproteobacteria	4.651	1	-	2	1
Leisingera nanhaiensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.94855	-	-	-	1
Lelliottia amnigena	Bacteria	Proteobacteria	Gammaproteobacteria	4.85232	-	-	-	1
Leminorella grimontii	Bacteria	Proteobacteria	Gammaproteobacteria	4.21999	-	-	-	1
Lentibacillus jeotgali	Bacteria	Firmicutes	Bacilli	3.77582	-	-	-	1
Lentisphaera araneosa	Bacteria	Chlamydiae/Verrucomicrobia group	Lentisphaerae	6.02318	-	-	-	1
Lentisphaerae bacterium SCGC AAA283-D08	Bacteria	Chlamydiae/Verrucomicrobia group	Lentisphaerae	0.327034	-	-	-	1
Lentzea albidocapillata	Bacteria	Actinobacteria	Actinobacteria	8.64248	-	-	-	1
Lepeophtheirus salmonis	Eukaryota	Animals	Other Animals	790.052	-	1	-	1
Lepisosteus oculatus	Eukaryota	Animals	Fishes	945.878	29	1	-	1
Leptinotarsa decemlineata	Eukaryota	Animals	Insects	1170.24	-	-	-	1
Leptolyngbya	Bacteria	Cyanobacteria	Oscillatoriophycideae	9.42297	1	-	1	4
Leptolyngbya boryana	Bacteria	Cyanobacteria	Oscillatoriophycideae	7.26245	-	-	1	1
Leptolyngbya valderiana	Bacteria	Cyanobacteria	Oscillatoriophycideae	0.089264	-	-	1	1
Leptonema illini	Bacteria	Spirochaetes	Spirochaetia	4.52276	-	-	-	1
Leptonychotes weddellii	Eukaryota	Animals	Mammals	3156.9	-	1	-	1
Leptosomus discolor	Eukaryota	Animals	Birds	1136.24	-	-	-	1
Leptosphaeria maculans	Eukaryota	Fungi	Ascomycetes	45.1246	-	-	-	1
Leptospira	Bacteria	Spirochaetes	Spirochaetia	4.18004	-	-	-	5
Leptospira alexanderi	Bacteria	Spirochaetes	Spirochaetia	4.22382	-	-	-	1
Leptospira alstoni	Bacteria	Spirochaetes	Spirochaetia	4.4373	-	-	-	2
Leptospira biflexa	Bacteria	Spirochaetes	Spirochaetia	3.95609	2	-	1	2
Leptospira borgpetersenii	Bacteria	Spirochaetes	Spirochaetia	4.26763	2	-	-	21
Leptospira broomii	Bacteria	Spirochaetes	Spirochaetia	4.3959	-	-	-	1
Leptospira fainei	Bacteria	Spirochaetes	Spirochaetia	4.28732	-	-	-	1
Leptospira inadai	Bacteria	Spirochaetes	Spirochaetia	4.45787	-	-	-	1
Leptospira interrogans	Bacteria	Spirochaetes	Spirochaetia	5.15764	2	-	-	203
Leptospira kirschneri	Bacteria	Spirochaetes	Spirochaetia	4.70361	-	-	-	25
Leptospira kmetyi	Bacteria	Spirochaetes	Spirochaetia	4.41843	-	-	-	1
Leptospira licerasiae	Bacteria	Spirochaetes	Spirochaetia	4.21115	-	-	-	4
Leptospira meyeri	Bacteria	Spirochaetes	Spirochaetia	4.18806	-	-	-	2
Leptospira noguchii	Bacteria	Spirochaetes	Spirochaetia	4.97064	-	-	-	9
Leptospira santarosai	Bacteria	Spirochaetes	Spirochaetia	4.4599	-	-	-	24
Leptospira terpstrae	Bacteria	Spirochaetes	Spirochaetia	4.09219	-	-	-	1
Leptospira vanthielii	Bacteria	Spirochaetes	Spirochaetia	4.23233	-	-	-	1
Leptospira weilii	Bacteria	Spirochaetes	Spirochaetia	4.55408	-	-	-	9
